team,driver_name,event_name,livery_name,year,manufacturer,sku_1_18,sku_1_43,notes,verification_status
Red Bull,Daniel Ricciardo,Season,RB14,2018,Minichamps,,410180003,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Red Bull,Max Verstappen,Season,RB14,2018,Minichamps,,410180033,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Mercedes,Lewis Hamilton,Season,W09,2018,Minichamps,,410180044,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Mercedes,Valtteri Bottas,Season,W09,2018,Minichamps,,410180077,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Haas,Romain Grosjean,Season,VF-18,2018,Minichamps,,417180008,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Sauber,Marcus Ericsson,Season,C37,2018,Minichamps,,417180009,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Toro Rosso,Pierre Gasly,Season,STR13,2018,Minichamps,,417180010,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Force India,Sergio Perez,Season,VJM11,2018,Minichamps,,417180011,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Sauber,Charles Leclerc,Season,C37,2018,Minichamps,,417180016,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Williams,Lance Stroll,Season,FW41,2018,Minichamps,,417180018,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Haas,Kevin Magnussen,Season,VF-18,2018,Minichamps,,417180020,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Renault,Nico Hulkenberg,Season,RS18,2018,Minichamps,,417180027,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Toro Rosso,Brendon Hartley,Season,STR13,2018,Minichamps,,417180028,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Force India,Esteban Ocon,Season,VJM11,2018,Minichamps,,417180031,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Renault,Carlos Sainz,Season,RS18,2018,Minichamps,,417180055,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Williams,Sergey Sirotkin,Season,FW41,2018,Minichamps,,417180035,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
McLaren,Stoffel Vandoorne,Season,MCL33,2018,Minichamps,,537184302,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
McLaren,Fernando Alonso,Season,MCL33,2018,Minichamps,,537184314,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Sauber,Charles Leclerc,Season,Showcar,2018,Minichamps,,417189016,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Sauber,Marcus Ericsson,Season,Showcar,2018,Minichamps,,417189009,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Red Bull,Daniel Ricciardo,Season,Showcar,2018,Minichamps,,417189003,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Red Bull,Max Verstappen,Season,Showcar,2018,Minichamps,,417189033,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Haas,Kevin Magnussen,Season,Showcar,2018,Minichamps,,417189020,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Haas,Romain Grosjean,Season,Showcar,2018,Minichamps,,417189008,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
McLaren,Fernando Alonso,Season,Showcar,2018,Minichamps,,537189314,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
McLaren,Stoffel Vandoorne,Season,Showcar,2018,Minichamps,,537189302,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Mercedes,Lewis Hamilton,Season,Showcar,2018,Minichamps,,417189044,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Mercedes,Valtteri Bottas,Season,Showcar,2018,Minichamps,,417189077,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Renault,Carlos Sainz,Season,Showcar,2018,Minichamps,,417189055,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
