team,driver_name,event_name,livery_name,year,manufacturer,sku_1_18,sku_1_43,notes,verification_status
Sauber,Kimi Raikkonen,Season,C38,2019,Minichamps,,417199007,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Mercedes,Lewis Hamilton,Season,W10,2019,Spark,,s6071,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Mercedes,Valtteri Bottas,Season,W10,2019,Spark,,s6072,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Sauber,Kimi Raikkonen,Season,C38,2019,Spark,,s6073,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Sauber,Antonio Giovinazzi,Season,C38,2019,Spark,,s6074,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Renault,Daniel Ricciardo,Season,RS19,2019,Spark,,s6075,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Renault,Nico Hulkenberg,Season,RS19,2019,Spark,,s6076,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Red Bull,Pierre Gasly,Season,RB15,2019,Spark,,s6077,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Red Bull,Max Verstappen,Chinese GP,RB15,2019,Spark,,s6078,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Toro Rosso,Alexander Albon,Season,STR14,2019,Spark,,s6079,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Toro Rosso,Daniil Kvyat,Season,STR14,2019,Spark,,s6080,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
McLaren,Lando Norris,Season,MCL34,2019,Spark,,s6081,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
McLaren,Carlos Sainz,Season,MCL34,2019,Spark,,s6082,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Sauber,Kimi Raikkonen,Season,C38,2019,Spark,,s6083,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Red Bull,Max Verstappen,British GP,RB15,2019,Spark,,s6084,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Ferrari,Sebastian Vettel,Season,SF90,2019,Looksmart,,lsvet19,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Ferrari,Charles Leclerc,Season,SF90,2019,Looksmart,,lslec19,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Mercedes,Lewis Hamilton,Season,W10,2019,Minichamps,,410190044,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
Mercedes,Valtteri Bottas,Season,W10,2019,Minichamps,,410190077,,SINGLE SOURCE — miniatures-minichamps.com; scale read from the product page
